clip_id,subject_id,is_deceptive,mumin_smile_genuine_prop,mumin_smile_social_prop,mumin_laughter_prop,mumin_scowl_prop,mumin_smile_genuine_rate,mumin_smile_social_rate,mumin_scowl_rate,mumin_eyebrow_raise_prop,mumin_eyebrow_inner_raise_prop,mumin_eyebrow_frown_prop,mumin_eyebrow_raise_rate,mumin_eyebrow_inner_raise_rate,mumin_eyes_wide_prop,mumin_blink_rate,mumin_blink_dur_mean,mumin_blink_dur_std,mumin_gaze_interlocutor_prop,mumin_gaze_up_prop,mumin_gaze_down_prop,mumin_gaze_side_prop,mumin_mouth_open_prop,mumin_lips_up_prop,mumin_lips_down_prop,mumin_lips_retract_prop,mumin_lips_protrude_prop,mumin_head_nod_rate,mumin_head_shake_rate,mumin_head_sideturn_prop,mumin_head_tilt_prop,micro_expr_count,micro_expr_rate,micro_expr_dur_mean,micro_expr_dur_std,micro_expr_dur_median,micro_expr_intensity_mean,micro_expr_intensity_std,micro_expr_intensity_max,micro_expr_au_diversity,emo_happiness_prop,emo_happiness_rate,emo_sadness_prop,emo_sadness_rate,emo_surprise_prop,emo_surprise_rate,emo_fear_prop,emo_fear_rate,emo_anger_prop,emo_anger_rate,emo_disgust_prop,emo_disgust_rate,emo_contempt_prop,emo_contempt_rate,emo_diversity,emo_transition_rate,emo_incongruence_prop,au_intensity_mean,au_intensity_std,au_intensity_range,facial_freeze_prop,au_peak_to_mean,au_temporal_smoothness,au_activation_entropy,au_coactivation_mean,blink_regularity,gaze_stability,gaze_transition_rate,head_motion_energy,head_motion_range_pitch,head_motion_range_yaw,head_motion_range_roll,expr_onset_speed_mean,expr_offset_speed_mean,onset_offset_asymmetry,expr_bout_dur_mean,expr_bout_dur_std,expr_bout_regularity,long_expr_prop,short_expr_prop
trial_lie_001.mp4,S001,1,0.12350597609561753,0.027888446215139442,0.0099601593625498,0.08565737051792828,0.5299105040037682,0.2355157795572303,0.41215261422515304,0.23904382470119523,0.06573705179282868,0.9780876494023905,0.4710315591144606,0.41215261422515304,0.0,0.4710315591144606,0.2466501996007984,0.1167805099320943,0.0,0.0,0.9920318725099602,0.9741035856573705,0.30677290836653387,0.15139442231075698,0.035856573705179286,0.01593625498007968,0.049800796812749,0.41215261422515304,1.6486104569006121,1.0,0.4402390438247012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12350597609561753,0.5299105040037682,0.00398406374501992,0.058878944889307575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07569721115537849,0.3532736693358455,1.0784898835906866,0.2355157795572303,0.07370517928286853,0.2299800796812749,0.09722106311768992,0.4394117647058824,0.017928286852589643,2.2789697602731005,0.013927439239168721,2.798559732164766,2.9780876494023905,0.8707166982851554,0.9544758322112601,0.0,0.026744510978043916,0.33399999999999996,0.456,0.508,0.6073189991964758,0.0,0.0,17.0179001996008,0.0,0.0,1.0,0.0
trial_lie_002.mp4,S001,1,0.1306941431670282,0.0016268980477223427,0.015184381778741865,0.3004338394793926,0.2080133128520225,0.016001024065540194,0.5280337941628264,0.2131236442516269,0.028199566160520606,0.9056399132321041,0.36802355350742444,0.19201228878648233,0.008676789587852495,0.14400921658986174,0.34535437390727697,0.1256787006714703,0.0,0.0,1.0,0.960412147505423,0.3324295010845987,0.13232104121475055,0.06724511930585683,0.29067245119305857,0.24945770065075923,0.9280593958013312,0.6080389144905274,0.9869848156182213,0.3644251626898048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1306941431670282,0.2080133128520225,0.0032537960954446853,0.016001024065540194,0.0016268980477223427,0.016001024065540194,0.0,0.0,0.0032537960954446853,0.016001024065540194,0.0,0.0,0.13232104121475055,0.2080133128520225,1.2100229288469224,0.06400409626216078,0.13232104121475055,0.30242631108842666,0.08940055842050286,0.48352941176470576,0.0016268980477223427,1.902262126521287,0.01633334397242348,2.801419153766454,4.197939262472885,0.7873415281539163,0.9408838169401708,0.0,0.026412913727618104,0.395,0.658,0.46099999999999997,-0.0693879702418601,0.0,0.0,62.52990992946283,0.0,0.0,1.0,0.0
trial_lie_003.mp4,S001,1,0.09803921568627451,0.024509803921568627,0.05392156862745098,0.09803921568627451,0.42613636363636365,0.14204545454545456,0.5681818181818182,0.2107843137254902,0.10784313725490197,1.0,0.5681818181818182,0.2840909090909091,0.0,0.14204545454545456,0.16767980295566504,0.0,0.0,0.0,1.0,1.0,0.3284313725490196,0.12254901960784313,0.06862745098039216,0.06862745098039216,0.029411764705882353,0.0,1.4204545454545454,1.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09803921568627451,0.42613636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12254901960784313,0.5681818181818182,0.9910760598382222,0.14204545454545456,0.09803921568627451,0.2537860438292964,0.07035110317717255,0.40647058823529414,0.0,2.011884607955643,0.014532019704433498,2.452057193242092,3.0,0.0,0.9542131719073716,0.0,0.02505911330049262,0.08300000000000002,0.32099999999999995,0.154,0.2713903743315513,0.0,0.0,7.074679802955665,0.0,0.0,1.0,0.0
trial_lie_004.mp4,S001,1,0.12968299711815562,0.0,0.008645533141210375,0.2737752161383285,0.2583534274888047,0.0,0.775060282466414,0.07780979827089338,0.16714697406340057,0.9855907780979827,0.34447123665173957,0.4305890458146745,0.0,0.4305890458146745,0.1739606936416186,0.07423099083267032,0.0,0.0,1.0,1.0,0.3314121037463977,0.12968299711815562,0.07492795389048991,0.10951008645533142,0.21902017291066284,0.5167068549776094,0.6889424733034791,1.0,0.6109510086455331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12968299711815562,0.2583534274888047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12968299711815562,0.2583534274888047,1.0,0.0,0.12968299711815562,0.2891388370910324,0.07818302681676569,0.36058823529411765,0.0,1.6906187156651795,0.015270316218973137,2.6582866156083025,3.8069164265129682,0.8290371503350392,0.9651807208196934,0.0,0.019592485549132954,0.256,0.30100000000000005,0.198,0.035055014082795044,0.0,0.0,11.645560693641618,0.0,0.0,1.0,0.0
trial_lie_005.mp4,S001,1,0.08692852543464263,0.0,0.005795235028976175,0.3676754668383773,0.2622361248993201,0.0,0.7305149193623915,0.3065035415325177,0.050225370251126854,0.9987121699935608,0.2435049731207972,0.22477382134227433,0.0,0.20604266956375147,0.3045806583880037,0.1586756658790142,0.0,0.0,0.9967804249839022,1.0,0.4230521571152608,0.08692852543464263,0.10753380553766903,0.08628461043142305,0.2678686413393432,0.5244722497986402,0.8803641335905745,1.0,0.7772054088860271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08692852543464263,0.2622361248993201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06310367031551835,0.20604266956375147,0.9817326239454709,0.0,0.06310367031551835,0.33617249346615663,0.1242006561338098,0.7523529411764706,0.003219575016097875,2.4567219775353815,0.01592973013947847,2.844981482693066,4.352221506761108,0.9216013754926807,0.9653500264633987,0.0,0.018474871134020677,0.511,0.39,0.6639999999999999,1.2141312216347002,0.0,0.0,53.42139884020619,0.0,0.0,1.0,0.0
trial_lie_006.mp4,S001,1,0.29130434782608694,0.18043478260869567,0.0782608695652174,0.2108695652173913,0.6598845202089635,0.7148748968930437,0.8248556502612043,0.10217391304347827,0.10652173913043478,0.8630434782608696,0.4949133901567226,0.5499037668408029,0.0,0.5499037668408029,0.31661873638344207,0.11676300784066837,0.0,0.0,1.0,0.95,0.43043478260869567,0.4717391304347826,0.08260869565217391,0.06739130434782609,0.16521739130434782,0.8798460269452847,2.419576574099533,1.0,0.7869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29130434782608694,0.6598845202089635,0.010869565217391304,0.10998075336816059,0.0,0.0,0.0,0.0,0.0,0.0,0.002173913043478261,0.05499037668408029,0.43478260869565216,0.7148748968930437,1.0939884951061627,0.8798460269452847,0.2826086956521739,0.3284143222506394,0.10797120912715288,1.0247058823529414,0.008695652173913044,3.3673389922903203,0.030661284121491734,2.8337188782014953,4.856521739130435,0.6784868068126727,0.9407267879339073,0.0,0.042104575163398716,0.32199999999999995,0.958,0.473,0.5938960681880664,0.0,0.0,18.22461873638344,0.0,0.0,1.0,0.0
trial_lie_007.mp4,S002,1,0.0037397157816005983,0.0037397157816005983,0.0,0.008975317875841436,0.021376656690893545,0.021376656690893545,0.06412997007268063,0.14210919970082272,0.11368735976065819,0.07329842931937172,0.3420265070542967,0.5985463873450192,0.28721017202692595,0.25651988029072254,0.24343163672654602,0.1242527386239657,0.268511593118923,0.0,0.5549738219895288,0.12266267763649963,0.39416604338070305,0.0074794315632011965,0.2049364248317128,0.12415856394913986,0.28272251308900526,1.0260795211628901,0.2992731936725096,0.05759162303664921,0.04263275991024682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037397157816005983,0.021376656690893545,0.0007479431563201197,0.021376656690893545,0.013462976813762155,0.10688328345446772,0.0007479431563201197,0.021376656690893545,0.012715033657442034,0.04275331338178709,0.0,0.0,0.0074794315632011965,0.04275331338178709,2.0586235690924797,0.1496365968362548,0.006731488406881077,0.2863742355580976,0.16808091588135166,1.4152941176470588,0.004487658937920718,5.237901367337533,0.02020561817541388,2.8656769301644753,3.6409872849663425,0.7449270894517913,0.898233159003294,1.4108593415989739,0.03726646706586844,3.281,1.732,3.395,-0.13439629806604272,-4.6282725146492965,0.029038112522686337,23.30801497005988,1.5180000000000007,0.06512781126792372,1.0,0.0
trial_lie_008.mp4,S002,1,0.004651162790697674,0.0,0.0,0.0,0.13747594171020072,0.0,0.0,0.0,0.06046511627906977,0.0,0.0,0.13747594171020072,0.13488372093023257,0.13747594171020072,0.3349906542056074,0.0,0.11162790697674418,0.0,0.5255813953488372,0.0,0.2186046511627907,0.004651162790697674,0.0,0.03255813953488372,0.07906976744186046,0.0,0.27495188342040144,0.004651162790697674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.13747594171020072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.13747594171020072,1.0,0.0,0.004651162790697674,0.21912722298221612,0.06635400952152001,0.30058823529411766,0.004651162790697674,1.814685794908292,0.012773501924134139,2.3450733265678827,2.818604651162791,0.0,0.955982980318739,1.0998075336816058,0.019542056074766348,0.094,0.181,0.095,0.6057028255349418,0.0,0.0,7.307990654205607,0.0,0.0,1.0,0.0
trial_lie_009.mp4,S002,1,0.0,0.0,0.0,0.008169934640522876,0.0,0.0,0.048494253430968436,0.058823529411764705,0.06209150326797386,0.011437908496732025,0.19397701372387374,0.2909655205858106,0.4918300653594771,0.19397701372387374,0.21774959083469728,0.06888033100965764,0.28104575163398693,0.0,0.4117647058823529,0.06372549019607843,0.22549019607843138,0.0,0.0784313725490196,0.15359477124183007,0.1323529411764706,0.09698850686193687,0.3879540274477475,0.026143790849673203,0.042483660130718956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20144655901576317,0.09101507455873599,0.4664705882352942,0.09803921568627451,2.593009995944367,0.01456147106960624,2.7458634047446955,2.5718954248366015,1.1827386712356616,0.9452265878502677,0.9213908151884003,0.016911620294599018,0.239,0.302,0.258,0.43573513009296605,-0.21786756504648302,2.0,10.310749590834698,7.040000000000002,0.6827825598885565,0.5,0.0
trial_lie_010.mp4,S002,1,0.17780429594272076,0.016706443914081145,0.0059665871121718375,0.02386634844868735,0.24058289799285126,0.06873797085510036,0.10310695628265054,0.13007159904534607,0.022673031026252982,0.045346062052505964,0.27495188342040144,0.13747594171020072,0.10501193317422435,0.10310695628265054,0.2687622461170842,0.02694438717061598,0.05369928400954654,0.0,0.8794749403341289,0.23031026252983294,0.4009546539379475,0.19451073985680192,0.29832935560859186,0.2720763723150358,0.3818615751789976,0.10310695628265054,0.6530107231234534,0.5847255369928401,0.32935560859188545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17780429594272076,0.24058289799285126,0.0,0.0,0.011933174224343675,0.10310695628265054,0.0,0.0,0.0,0.0,0.0,0.0,0.19451073985680192,0.24058289799285126,1.1671961338990848,0.20621391256530108,0.17780429594272076,0.38362838691562545,0.1370238228286775,0.6399999999999999,0.0,2.085351416332886,0.01747909199522103,2.628291553531915,5.144391408114559,0.47466023116982065,0.9343814497047142,0.13747594171020072,0.027719235364396678,0.344,0.696,0.523,-0.05076501318151531,0.0,0.0,29.130762246117087,0.0,0.0,1.0,0.0
